booking_id,passenger_token,flight_id,booking_ts,status,airline_key,route_key,flight_date_key,booking_date_key,flight_reference_status,passenger_reference_status,booking_exact_duplicate,booking_id_repeated,booking_id_normalization_collision,passenger_id_normalization_collision,flight_id_normalization_collision,status_missing,status_blank,status_unrecognized,booking_date_parse_issue,booking_after_departure,payment_record_count,usable_amount_count,unusable_amount_count,known_payment_amount,amount_coverage
B1208,f94e3fdbd1a5e3e5033f747a76d30b066eb8829c32de6321dd0b823b66ae17d6,SJ052,2025-07-22T11:37:36.951000,UNKNOWN,3,26,20260420,20250722,accepted,existing-unique,0,0,0,0,0,0,0,1,0,0,2,2,0,22071.57,complete amount coverage
B1209,a38521909f1bc72bd7f5b84f94c98dd0c37ca331043d54c1cf85f615d0f1c4cc,AI233,2025-12-15T11:37:36.951000,PENDING,1,1,20260420,20251215,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,10307.20,complete amount coverage
B1210,71780db26ef56f0e456cf7c9ede43cc59493fd928588c23a783479dabfaea510,AI012,2026-01-20T11:37:36.951000,PENDING,1,7,20260420,20260120,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1211,e55787b44b43ce59588aab02618a61b3bbece9e87d00d92c5841499c942b9c37,AI084,2025-07-07T11:37:36.951000,CONFIRMED,1,9,20260420,20250707,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1212,06a62d430796adb2f0652df0450589b33764a6fa14971c095082bb981e98b672,6F126,2025-07-08T11:37:36.951000,PENDING,2,15,20260420,20250708,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,8421.62,complete amount coverage
B1213,cbe046e1c4c2d6ebda4681e4d42622594f09dcbc9128a4622b8e2445f415b3be,SJ061,2025-06-16T11:37:36.951000,CONFIRMED,3,26,20260420,20250616,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1214,08b12626da2fea85329e915b8ebecf9b3adf27a77af1b6710263dc52a92ad3bc,UK194,2025-08-14T11:37:36.951000,UNKNOWN,4,12,20260420,20250814,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,0,0,0,,no payment record in this extract
B1215,f1d1b4dc1cc1097e5ea93d849fd8fc284b9dcc30a8ed3ca29043550188bb5f7a,AI135,2025-08-08T11:37:36.951000,CANCELLED,1,1,20260420,20250808,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,11951.15,complete amount coverage
B1216,f8004a326991ea84b1864cb96604f173c8b7868f4ce5e1bb3f3f84b71226762b,6F238,2025-12-09T11:37:36.951000,CONFIRMED,2,8,20260420,20251209,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,3,3,0,19165.81,complete amount coverage
B1217,3488eeb0cd8a0b02a645c31146f25de3a002df387a99021981dca073a01ef759,6F092,2026-03-19T11:37:36.951000,CANCELLED,2,26,20260420,20260319,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1218,c4966f8eb45aaf9810745fe38bd5330d4554ac9d81d2a654917cc00cb5c47867,AI213,2025-11-13T11:37:36.951000,PENDING,1,23,20260420,20251113,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1219,c26bb3c20ebc27952988ae38edf1dccb2b8a10f4acdd6b6c30e78f29bd5fd5e3,UK193,2026-02-15T11:37:36.951000,CANCELLED,4,24,20260420,20260215,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1220,9841fda74b6cc882a53bb9f74a65cf62bf36ebba78482420df378a0c2e58ce13,6F178,2026-04-04T11:37:36.951000,PENDING,2,7,20260420,20260404,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,11075.72,complete amount coverage
B1221,90fa487fa9eddc632a83e03872ff6ae8363bd8e87f9e051477d2e5903329eb24,AI158,2026-03-06T11:37:36.951000,CONFIRMED,1,13,20260420,20260306,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,18797.11,complete amount coverage
B1222,4afa3379bc1a2c28da550188ace47068294dba88fc39d78272cada9659639a98,UK208,2026-03-30T11:37:36.951000,PENDING,4,18,20260420,20260330,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1223,79ba960fa8dc9c882cc233a43e13cb637598d1936b8c3506a722d0500c3a37d7,6F056,2026-04-09T11:37:36.951000,UNKNOWN,2,10,20260420,20260409,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,1,1,0,1794.08,complete amount coverage
B1224,cfd7dae1814aed6157ed965759121d6b9b2c0726e82aff86ca2da724ca3a1788,UK185,2025-10-26T11:37:36.951000,CONFIRMED,4,20,20260420,20251026,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1225,c35552c281bc2e05a60b2afffd2d13c5463b6cb25a16767e988230b001f5c76b,AI163,2026-01-13T11:37:36.951000,PENDING,1,25,20260420,20260113,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,1,1,3894.65,partial amount coverage
B1226,5e47d3584c51f2959bf596046d8df597e8f6bd815075fe8c0d7ad0b47ced7e7d,AI112,2025-08-23T11:37:36.951000,CONFIRMED,1,16,20260420,20250823,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,8968.11,complete amount coverage
B1227,640df4e01270413f494021e7c8b0bb4495d9cffb264a27654abbc4942b4ba320,AI227,2025-10-23T11:37:36.951000,CANCELLED,1,5,20260420,20251023,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,0,1,,payment records but no usable amounts
B1228,62d50099d56d8a6024be786aa78b7c826dfc594fb1c875a8524a04acd9b5dd02,SJ083,2026-04-17T11:37:36.951000,CONFIRMED,3,26,20260420,20260417,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,11716.58,complete amount coverage
B1229,48e3db12a072d29f975bdcf7c74bdce74c0acfb6fa5af267eab258927df1220c,UK073,2026-02-07T11:37:36.951000,CONFIRMED,4,2,20260420,20260207,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1230,8bf6784c6d3c8c20fc16453a4aa6322793259309e5530a6a53a5e2bee5a9ea3b,6F169,2025-04-29T11:37:36.951000,PENDING,2,8,20260420,20250429,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,4531.77,complete amount coverage
B1231,24ead0746ab557a25ac2a363150806309cf72327461282eda16271189c285988,UK154,2026-04-06T11:37:36.951000,CANCELLED,4,30,20260420,20260406,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,11556.42,complete amount coverage
B1232,8bf6784c6d3c8c20fc16453a4aa6322793259309e5530a6a53a5e2bee5a9ea3b,SJ169,2025-10-06T11:37:36.951000,CONFIRMED,3,10,20260420,20251006,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1233,f2b8a5b467646d94e1c9cc737176e007acc06d59c5a944bac9ec54ffb140922d,6F187,2025-05-13T11:37:36.951000,CANCELLED,2,10,20260420,20250513,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,1617.29,complete amount coverage
B1234,e2c6e2403be96f7e602e72cc59d2e769cd09468756222980842a161b1155198a,UK210,2025-11-21T11:37:36.951000,CANCELLED,4,18,20260420,20251121,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,7984.22,complete amount coverage
B1235,52720ce98202e050b342457145c72bf7fa3136658d2309047d06085f378c2b55,6F250,2025-12-23T11:37:36.951000,PENDING,0,0,,20251223,ambiguous,existing-unique,0,0,0,0,0,0,0,0,0,,2,1,1,1236.74,partial amount coverage
B1236,4afa3379bc1a2c28da550188ace47068294dba88fc39d78272cada9659639a98,AI062,2025-07-05T11:37:36.951000,CONFIRMED,1,29,20260420,20250705,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1237,21cb7c777f4316ca41a10ba7293191145a8dccfbaad305c85559c2e46987e54e,AI047,2025-11-16T11:37:36.951000,UNKNOWN,0,15,20260420,20251116,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,0,0,0,,no payment record in this extract
B1238,7e9bf521225b67e52639d2db184c501f44cddc6b25a8e3028b50d5b79ff964ed,SJ186,2025-10-20T11:37:36.951000,UNKNOWN,3,13,20260420,20251020,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,1,1,0,3231.46,complete amount coverage
B1239,abb32a6cd7f6c070b507675e7501fa7b033ac6b08ba5404de26080429ea1db8d,AI217,2025-11-17T11:37:36.951000,CANCELLED,1,11,20260420,20251117,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,8821.90,complete amount coverage
B1240,de60b16aaa79d1773738bd85209ec7f9f30f4280874ed3ac6994c9a0db171243,UK100,2025-12-31T11:37:36.951000,CONFIRMED,4,11,20260420,20251231,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,12241.53,complete amount coverage
B1241,198c000a9c2ca70b6cd91be2e85efdb073e01b8e852736c919c82da22b88c59a,UK116,2025-12-16T11:37:36.951000,CONFIRMED,4,12,20260420,20251216,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,0,1,,payment records but no usable amounts
B1242,b9727c79ba7f17252a76d385a251c08e9043ff06f77030509aea9a6e029e138b,6F036,2025-12-01T11:37:36.951000,CANCELLED,2,11,20260420,20251201,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1243,44ba4ab9e2c3fc28300d631b2ebe993d473962d56cf2393b00138b4f5faf17bc,AI175,2026-01-22T11:37:36.951000,CANCELLED,1,9,20260420,20260122,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1244,70b8be9e63f7ca4fd4854dfd37d968fac929cf244b6d7ec12de9292797bf9460,UK051,2025-08-18T11:37:36.951000,CONFIRMED,4,24,20260420,20250818,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,4953.56,complete amount coverage
B1245,f34804cf490fec6b3156c7d70f2e19f9d6cd8b9d1372b3cbec45ef2e222e76bb,6F201,2026-04-17T11:37:36.951000,UNKNOWN,2,12,20260420,20260417,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,1,1,0,3162.91,complete amount coverage
B1246,17943c977830f563601f108f9e46ded58af0c2859cb97f6f427a7c12c6ef6b7f,6F230,2026-04-09T11:37:36.951000,CONFIRMED,2,11,20260420,20260409,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,11516.06,complete amount coverage
B1247,b74d3a73874c9f44e19b9b2e0772ecc76950ffb2b759ea217326031106d3c712,SJ138,2025-08-13T11:37:36.951000,CANCELLED,0,1,20260420,20250813,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,7658.69,complete amount coverage
B1248,b626e673517e0bb77d2b92ee0797cdf58870b263a0773270d69cd654e00382cc,AI246,2026-03-04T11:37:36.951000,PENDING,1,6,20260420,20260304,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1249,7ae17e21e4eecdfea1c81ec6bd71126bf7ceb0fc6a445d797e16d2dae4c6d10f,6F179,2025-06-06T11:37:36.951000,CANCELLED,2,25,20260420,20250606,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,5024.44,complete amount coverage
B1250,50f69abe6a2724ea7145658701543ead6b6d3960c3c6f97055bffb59d23de041,6F031,2026-01-28T11:37:36.951000,CANCELLED,2,6,20260420,20260128,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,6497.92,complete amount coverage
B1251,7ed3861a70bf00a59263b29ce87ba6f5e17da4ab1efea072b489658999ad9392,UK015,2025-08-30T11:37:36.951000,PENDING,4,1,20260420,20250830,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,6952.65,complete amount coverage
B1252,082a2c9622e4e852364c76d451574a05189174182263e0d8eb73c172a3444aee,UK001,2025-04-21T11:37:36.951000,CANCELLED,4,13,20260420,20250421,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,1480.08,complete amount coverage
B1253,fbb826232b71f639167f41a1803bc2b410afe8ac781180bf66eb5c2858486183,6F133,2026-02-27T11:37:36.951000,CANCELLED,2,26,20260420,20260227,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,16182.17,complete amount coverage
B1254,c7f2c92b31bfc9c036b9c2edda928f0e86a40059529cd3050505d9bcf46789db,6F143,2025-07-22T11:37:36.951000,CANCELLED,2,13,20260420,20250722,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,0,1,,payment records but no usable amounts
B1255,4ef7d1db1266365aee82e6f6b2c0575e41c1100e43d9fa08ed7be42ac84f3ebc,UK165,2025-09-22T11:37:36.951000,CANCELLED,4,16,20260420,20250922,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,1412.67,complete amount coverage
B1256,768effd592fb380fe2988e0c2ab4ca93402b9c90396cbf0c27383c6832c79cae,6F083,2025-08-10T11:37:36.951000,CANCELLED,2,3,20260420,20250810,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,2040.64,complete amount coverage
B1257,d123934b2d28acfdbeab3b9a72222eb8b08c8d977e79930dfe9592f6753c36cf,AI082,2025-08-19T11:37:36.951000,CANCELLED,1,18,20260420,20250819,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,13028.65,complete amount coverage
B1258,1f4f6c06e46598a7aaf8adf8695a116ba6ea2dcecc3060c22da4b2611008c085,AI164,2025-10-28T11:37:36.951000,CANCELLED,1,16,20260420,20251028,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1259,747c76ac29bbc24702aa6654ac7594d6b31dddf81f3ab7692f56fe7695afa8a9,SJ155,2026-01-19T11:37:36.951000,CANCELLED,3,18,20260420,20260119,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,12805.67,complete amount coverage
B1260,2e257359bf187237d74272e993c7eab9e580aed3b0cd81aee80f5c5b9a87d303,AI189,2026-01-04T11:37:36.951000,CANCELLED,1,13,20260420,20260104,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,3,3,0,16293.86,complete amount coverage
B1261,6923809f7819d18bb35a927493fa60e1d666475b909c2ad86c70b5b02b9b5436,SJ057,2025-12-21T11:37:36.951000,CONFIRMED,3,7,20260420,20251221,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1262,bc5555124a5daef5cb204f49962d217f9ef2a5663a2bc5a652004a2b3a92db24,SJ198,2025-05-07T11:37:36.951000,CONFIRMED,3,12,20260420,20250507,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,10619.20,complete amount coverage
B1263,aa10ed16e9240f0235b782f282de6978aa2ac1e868f8892d73e9294ad96502dc,6F122,2026-01-03T11:37:36.951000,CANCELLED,2,16,20260420,20260103,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,12480.90,complete amount coverage
B1264,2c79f2af09e16fb5d73ce5c68751f2e55a5e0b73f174c61e7ec1647a8d0f82f8,SJ097,2026-04-15T11:37:36.951000,CONFIRMED,3,7,20260420,20260415,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,8599.61,complete amount coverage
B1265,e6eae56dc519b27d041689b689457a18be25f3797971925841e9b2999ef167bd,UK203,2025-08-06T11:37:36.951000,PENDING,4,4,20260420,20250806,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1266,96621534665bd6173fe8a2bdc759551cc00891ab50b153b3fe4907bdeedb6eb5,UK093,2026-01-16T11:37:36.951000,CONFIRMED,4,23,20260420,20260116,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,14431.32,complete amount coverage
B1267,7eb04a8e4ef6456fed100b648da6aba120fbafc7e866dd3509629c4d80755d0c,AI205,2025-05-21T11:37:36.951000,CANCELLED,1,1,20260420,20250521,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,16308.98,complete amount coverage
B1268,37532c707af43fa39cbda23b110a4df35a966c0872ee59639f2b4a5eabfa062f,AI102,2026-01-16T11:37:36.951000,UNKNOWN,1,11,20260420,20260116,accepted,existing-unique,0,0,0,0,0,0,0,1,0,0,1,1,0,13289.27,complete amount coverage
B1269,cdb47505d03a7d59f4b11c8153bbb3d9e2d442dda0e2a9a94f98c150988ac1d0,6F046,2025-09-06T11:37:36.951000,CONFIRMED,2,16,20260420,20250906,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,21299.70,complete amount coverage
B1270,a74f119ed56930519b0a0de97dc2280f6c5c582c92c07052daf2c31178068bce,SJ017,2025-06-02T11:37:36.951000,UNKNOWN,3,20,20260420,20250602,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,0,0,0,,no payment record in this extract
B1271,e1d5eab591ced9fccbf6c5c007f694d44211e146fe24bf491075d22f50fd4f16,6F156,2025-10-20T11:37:36.951000,PENDING,2,27,20260420,20251020,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,12211.33,complete amount coverage
B1272,938183f4fbed699b3ec357083a8e918a37416f5df9a4141d255fee945c108218,AI068,2025-07-18T11:37:36.951000,PENDING,1,6,20260420,20250718,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,4,3,1,30432.86,partial amount coverage
B1273,2323e9ea2f0ace8b9677d61bff71decd566489c577e31ed7a69d28717d6d342b,AI150,2025-06-05T11:37:36.951000,UNKNOWN,1,8,20260420,20250605,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,2,2,0,9142.12,complete amount coverage
B1274,a5d6deebadf0084064ae91898f66ddd60e726854cafd6359502ce292ba892065,UK008,2025-10-15T11:37:36.951000,PENDING,4,11,20260420,20251015,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,8582.34,complete amount coverage
B1275,733b8f7bf55e3199fbfc1ed87c625b419680d57d79a1e2fdb7b67aec7b893f8b,6F166,2025-07-11T11:37:36.951000,PENDING,2,7,20260420,20250711,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1276,b8853db02f03e32c59a925439741fc58c25269db0eb277fda62876c458e1f5fd,6F177,2025-07-15T11:37:36.951000,CONFIRMED,2,25,20260420,20250715,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,9396.07,complete amount coverage
B1277,0e6871d4747e333a038d368e25d3366406ef7970821e9733a01c4db69f56844b,AI196,2026-01-19T11:37:36.951000,PENDING,1,30,20260420,20260119,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1278,a4ac05271f7858c2a0da31f63a71a2a23d382ca0a425ee93efe2ec3d59b9eb11,SJ191,2025-08-09T11:37:36.951000,CONFIRMED,3,1,20260420,20250809,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1279,e31ac3701c2586322ad629d03ecdf4a211253c419fcdf123de3bd28b16356a61,6F019,2025-05-10T11:37:36.951000,UNKNOWN,2,1,20260420,20250510,accepted,existing-unique,0,0,0,0,0,1,0,0,0,0,1,1,0,5467.05,complete amount coverage
B1280,253e2761bb2081344f3750e4b1f8650c844c81063aa9b8525e98d7d546ab7808,AI226,2026-04-12T11:37:36.951000,CONFIRMED,0,4,20260420,20260412,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1281,ae617b040e956c3bd378c02ed5a1abf33b05b7444267ac9d7cc9959a1d84b5ad,SJ207,2026-01-21T11:37:36.951000,CANCELLED,3,18,20260420,20260121,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,4413.80,complete amount coverage
B1282,3b7d88f41079b5212e64ebe2dd8ea7b0bcd0d79653962afe16072fe668f202ec,AI009,2025-12-30T11:37:36.951000,CANCELLED,0,18,20260420,20251230,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1283,db9232bcbdc143e1f41448d0aaaed732935a407f43bec0c8a24a3816521e5ffb,AI103,2025-05-08T11:37:36.951000,UNKNOWN,1,1,20260420,20250508,accepted,existing-unique,0,0,0,0,0,0,0,1,0,0,2,2,0,8606.06,complete amount coverage
B1284,79998b8ba2b71401a0946793385f60da0ea395020f68a230926d6a94d756a52c,SJ127,2026-02-22T11:37:36.951000,CANCELLED,3,8,20260420,20260222,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,12706.73,complete amount coverage
B1285,51c5f61eb756bd7e04856012bee3f821c5b20f7c3a7bdde5d452d8d879247f8e,UK188,2026-03-26T11:37:36.951000,CANCELLED,4,26,20260420,20260326,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,1207.32,complete amount coverage
B1286,6ba3c012a0d1d2e2e5f6347bda165d581100ca5db7abf4c8ccea5613894e7d7e,6F010,2025-09-25T11:37:36.951000,UNKNOWN,2,16,20260419,20250925,accepted,existing-unique,0,0,0,0,0,0,0,1,0,0,0,0,0,,no payment record in this extract
B1287,da9e355c785c02e29729b2588fb08a2cf57ea1959436b8d38504d692b7cf2d7f,SJ098,2025-12-13T11:37:36.951000,CANCELLED,3,25,20260420,20251213,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,22303.69,complete amount coverage
B1288,172e90301d5eb71c033db714f04f6c0a918d908bc7af235f668b1a84b9c4a053,6F058,2025-12-11T11:37:36.951000,PENDING,2,7,20260420,20251211,accepted,existing-nonunique,0,0,0,0,0,0,0,0,0,0,2,2,0,9254.89,complete amount coverage
B1289,7723b0180859a81ccc4513ca61895da1b53f08f605445a64ab1ed52b4bbc593d,SJ030,2026-03-23T11:37:36.951000,PENDING,3,19,20260420,20260323,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,1,1,12016.99,partial amount coverage
B1290,0c960b35215ea435096e8bd1b62e31b418e9662298acd34c3f350f75038374e8,UK175,2025-07-26T11:37:36.951000,CANCELLED,4,1,20260419,20250726,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,13471.57,complete amount coverage
B1291,4a4e5985c9976c2da6bdd36b09d668fbbbceddd46a54dd66a34ef2f3b1dcc697,SJ108,2026-04-01T11:37:36.951000,PENDING,3,4,20260420,20260401,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,4129.39,complete amount coverage
B1292,b7306a8a97b7f889592b40be5075731bb083286e6b5a4bf00279ea2a50f3c606,6F075,2025-08-03T11:37:36.951000,CONFIRMED,2,7,20260419,20250803,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,22109.52,complete amount coverage
B1293,b626e673517e0bb77d2b92ee0797cdf58870b263a0773270d69cd654e00382cc,UK222,2025-08-31T11:37:36.951000,CONFIRMED,4,7,20260420,20250831,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,6227.30,complete amount coverage
B1294,3b1dcd30beb1f934b4d16101983efa66b6c5dcb54e3cd2aae36303f8c1806ed4,6F250,2025-07-13T11:37:36.951000,CANCELLED,0,0,,20250713,ambiguous,existing-unique,0,0,0,0,0,0,0,0,0,,0,0,0,,no payment record in this extract
B1295,b1be64e8eaccee44f075c6114edf0d974c593f2cea8b18647a536292ea206406,AI096,2025-12-29T11:37:36.951000,CANCELLED,1,13,20260419,20251229,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1296,c2627280b171bb788521bc2363631bf5b37a9ccbfd844fdd8b35b384d87dc1b4,AI216,2025-12-23T11:37:36.951000,CANCELLED,1,7,20260420,20251223,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1297,3ad160e0333f5d67ff441e10b2fe80f89dc6536472326ed733d53d28802cca25,6F193,2026-01-23T11:37:36.951000,PENDING,2,10,20260420,20260123,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1298,9403fdcdf1d8fc1b1b686e7027e0fcba8d6ac11b4dbabcf9ea47820ce4c8ac3f,SJ194,2026-01-02T11:37:36.951000,PENDING,3,13,20260419,20260102,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1299,eea2e25f9241c3a0fdce117d83cbf3e647dce62ecb3960bad1af640f7d59e226,SJ020,2025-09-11T11:37:36.951000,CONFIRMED,3,1,20260419,20250911,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,8842.93,complete amount coverage
B1300,0ca07aefd2939afd362a63d698ad9ea806b07e39c48a384acf8ac6120f00b5bf,6F070,2025-06-14T11:37:36.951000,PENDING,2,24,20260419,20250614,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1301,3ad160e0333f5d67ff441e10b2fe80f89dc6536472326ed733d53d28802cca25,AI051,2025-09-03T11:37:36.951000,CONFIRMED,1,26,20260420,20250903,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,14671.03,complete amount coverage
B1302,10f6b34b53d61ab256d41a5107490482d7af1e6671ac131f36c382497df40176,UK219,2025-12-27T11:37:36.951000,PENDING,4,9,20260419,20251227,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,3,3,0,24221.91,complete amount coverage
B1303,8bf6784c6d3c8c20fc16453a4aa6322793259309e5530a6a53a5e2bee5a9ea3b,AI235,2025-12-13T11:37:36.951000,CONFIRMED,1,4,20260419,20251213,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,19672.95,complete amount coverage
B1304,445da7ce295e7edefb71116c2a9cbcf176a1d2492b50dbd66fcd3710e849d705,6F022,2025-12-13T11:37:36.951000,UNKNOWN,2,26,20260419,20251213,accepted,existing-unique,0,0,0,0,0,0,0,1,0,0,0,0,0,,no payment record in this extract
B1305,260702e5895ffd5cc8f3b35d71a1c9c3da4d2aa4ee322d0052bd51fcd1857e91,SJ114,2025-09-28T11:37:36.951000,PENDING,3,24,20260419,20250928,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,13844.39,complete amount coverage
B1306,ae356009052290ac5792e2c643cddee971d8ca42b4231abf1005ae2b1c28849b,SJ076,2025-12-01T11:37:36.951000,CONFIRMED,3,20,20260419,20251201,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,9753.04,complete amount coverage
B1307,d374513d16d3e2a9008192b04e94e8792360f9a81051802740ae4a03a131dca4,UK227,2026-01-26T11:37:36.951000,PENDING,4,9,20260419,20260126,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,26271.33,complete amount coverage
B1308,f6854fea1d3dd7765c1903a7f3a6d714930df4111967016b39a27567d6b03c7b,UK135,2025-07-22T11:37:36.951000,CANCELLED,4,24,20260419,20250722,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,2,2,0,21710.67,complete amount coverage
B1309,16e4261875a43ad3d6977a8bbe238313f91d21163105974ae24248f7fa6a4a99,AI234,2025-05-06T11:37:36.951000,CONFIRMED,1,10,20260419,20250506,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,,no payment record in this extract
B1310,0f4ff91d6abf18e97c33f8bee2c84dc76750264833fa9a912d12709f8b522426,6F113,2025-08-20T11:37:36.951000,PENDING,2,7,20260419,20250820,accepted,existing-unique,0,0,0,0,0,0,0,0,0,0,1,1,0,7370.22,complete amount coverage
