payment_id,booking_id,matched_booking_id,payment_method,usable_amount,amount_missing,amount_blank,amount_nonnumeric,amount_nonfinite,amount_negative,amount_zero,amount_extra_precision,amount_usable,payment_method_missing,payment_method_blank,payment_method_unrecognized,payment_id_repeated,payment_exact_duplicate,booking_reference_status,payment_source_row
PAY1230,B1308,B1308,UPI,12097.48,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,232
PAY1231,B1895,B1895,CARD,13425.87,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,233
PAY1232,B1434,B1434,NETBANKING,4962.24,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,234
PAY1233,B1331,B1331,NETBANKING,7131.50,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,235
PAY1234,B1695,B1695,NETBANKING,5969.93,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,236
PAY1235,B1026,B1026,NETBANKING,2015.66,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,237
PAY1236,B1165,B1165,NETBANKING,10424.86,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,238
PAY1237,B1317,B1317,NETBANKING,12552.70,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,239
PAY1238,B1273,B1273,UPI,5268.31,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,240
PAY1239,B1382,B1382,UPI,14862.46,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,241
PAY1240,B1364,B1364,CARD,2061.92,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,242
PAY1241,B1102,B1102,UPI,10265.07,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,243
PAY1242,B1959,B1959,NETBANKING,7275.19,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,244
PAY1243,B1502,B1502,UPI,7252.43,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,245
PAY1244,B1844,B1844,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,246
PAY1245,B1372,B1372,NETBANKING,4621.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,247
PAY1246,B1615,B1615,UPI,11017.88,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,248
PAY1247,B1925,B1925,UPI,11102.07,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,249
PAY1248,B1244,B1244,CARD,4953.56,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,250
PAY1249,B1816,B1816,NETBANKING,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,251
PAY1250,B1168,B1168,CARD,5435.83,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,252
PAY1251,B1627,B1627,NETBANKING,11151.30,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,253
PAY1252,B1652,B1652,NETBANKING,2694.00,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,254
PAY1253,B1417,B1417,UPI,3361.82,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,255
PAY1254,B1355,B1355,CARD,5421.14,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,256
PAY1255,B1477,B1477,CARD,9314.23,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,257
PAY1256,B1124,B1124,CARD,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,258
PAY1257,B1536,B1536,NETBANKING,6548.99,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,259
PAY1258,B1705,B1705,CARD,2089.75,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,260
PAY1259,B1895,B1895,NETBANKING,6230.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,261
PAY1260,B1611,B1611,CARD,10642.75,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,262
PAY1261,B1401,B1401,CARD,10393.94,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,263
PAY1262,B1516,B1516,UPI,3242.75,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,264
PAY1263,B1530,B1530,CARD,1108.98,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,265
PAY1264,B1681,B1681,UPI,11541.74,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,266
PAY1265,B1785,B1785,UPI,2489.15,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,267
PAY1266,B1253,B1253,NETBANKING,2152.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,268
PAY1267,B1120,B1120,CARD,1037.82,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,269
PAY1268,B1031,B1031,CARD,7056.42,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,270
PAY1269,B1660,B1660,CARD,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,271
PAY1270,B1777,B1777,UPI,9927.30,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,272
PAY1271,B1036,B1036,CARD,5144.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,273
PAY1272,B1688,B1688,NETBANKING,10945.95,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,274
PAY1273,B1341,B1341,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,275
PAY1274,B1012,B1012,CARD,12647.86,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,276
PAY1275,B1182,B1182,UPI,9005.88,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,277
PAY1276,B1656,B1656,NETBANKING,9174.46,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,278
PAY1277,B1264,B1264,NETBANKING,3936.86,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,279
PAY1278,B1087,B1087,UPI,2037.52,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,280
PAY1279,B1939,B1939,NETBANKING,7506.15,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,281
PAY1280,B1461,B1461,UPI,9618.57,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,282
PAY1281,B1045,B1045,NETBANKING,2330.65,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,283
PAY1282,B1391,B1391,UPI,14307.48,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,284
PAY1283,B1118,B1118,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,285
PAY1284,B1932,B1932,CARD,8636.39,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,286
PAY1285,B1530,B1530,NETBANKING,14300.97,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,287
PAY1286,B1446,B1446,NETBANKING,3512.23,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,288
PAY1287,B1731,B1731,CARD,1355.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,289
PAY1288,B1941,B1941,CARD,1551.73,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,290
PAY1289,B1744,B1744,CARD,9225.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,291
PAY1290,B1605,B1605,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,292
PAY1291,B1966,B1966,UPI,14419.64,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,293
PAY1292,B1762,B1762,UPI,2987.06,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,294
PAY1293,B1761,B1761,NETBANKING,5266.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,295
PAY1294,B1793,B1793,NETBANKING,12515.25,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,296
PAY1295,B1743,B1743,NETBANKING,4062.36,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,297
PAY1296,B1045,B1045,UPI,4401.56,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,298
PAY1297,B1885,B1885,NETBANKING,9992.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,299
PAY1298,B1507,B1507,NETBANKING,4865.21,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,300
PAY1299,B1557,B1557,UPI,4044.27,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,301
PAY1300,B1970,B1970,NETBANKING,4558.49,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,302
PAY1301,B1525,B1525,UPI,7869.06,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,303
PAY1302,B1596,B1596,UPI,14525.40,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,304
PAY1303,B1830,B1830,CARD,12651.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,305
PAY1304,B1839,B1839,CARD,4984.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,306
PAY1305,B1002,B1002,UPI,6087.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,307
PAY1306,B1027,B1027,UPI,7503.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,308
PAY1307,B1380,B1380,CARD,14705.02,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,309
PAY1308,B1156,B1156,NETBANKING,3413.47,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,310
PAY1309,B1854,B1854,NETBANKING,6004.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,311
PAY1310,B1913,B1913,NETBANKING,11211.97,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,312
PAY1311,B1930,B1930,UPI,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,313
PAY1312,B1510,B1510,CARD,3179.45,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,314
PAY1313,B1332,B1332,NETBANKING,4183.32,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,315
PAY1314,B1843,B1843,CARD,4159.73,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,316
PAY1315,B1686,B1686,CARD,1293.05,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,317
PAY1316,B1113,B1113,UPI,9457.62,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,318
PAY1317,B1388,B1388,NETBANKING,10389.84,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,319
PAY1318,B1486,B1486,CARD,9435.36,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,320
PAY1319,B1842,B1842,UPI,1998.52,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,321
PAY1320,B1249,B1249,UPI,1969.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,322
PAY1321,B1570,B1570,UPI,3945.41,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,323
PAY1322,B1714,B1714,NETBANKING,5064.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,324
PAY1323,B1314,B1314,NETBANKING,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,325
PAY1324,B1238,B1238,UPI,3231.46,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,326
PAY1325,B1233,B1233,NETBANKING,1617.29,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,327
PAY1326,B1302,B1302,NETBANKING,6515.83,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,328
PAY1327,B1606,B1606,CARD,6829.49,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,329
PAY1328,B1990,B1990,UPI,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,330
PAY1329,B1652,B1652,UPI,12576.65,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,331
PAY1330,B1333,B1333,NETBANKING,2372.08,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,332
PAY1331,B1112,B1112,UPI,10855.19,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,333
PAY1332,B1620,B1620,UPI,5731.24,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,334
PAY1333,B1361,B1361,UPI,5339.72,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,335
PAY1334,B1856,B1856,NETBANKING,14055.60,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,336
PAY1335,B1800,B1800,NETBANKING,4478.56,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,337
PAY1336,B1096,B1096,NETBANKING,9995.45,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,338
PAY1337,B1957,B1957,CARD,4851.79,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,339
PAY1338,B1846,B1846,UPI,8100.01,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,340
PAY1339,B1015,B1015,CARD,12008.10,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,341
PAY1340,B1555,B1555,NETBANKING,13344.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,342
PAY1341,B1953,B1953,CARD,12741.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,343
PAY1342,B1375,B1375,UPI,9150.53,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,344
PAY1343,B1741,B1741,UPI,4483.43,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,345
PAY1344,B1389,B1389,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,346
PAY1345,B1619,B1619,NETBANKING,10938.67,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,347
PAY1346,B1216,B1216,CARD,1149.69,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,348
PAY1347,B1398,B1398,NETBANKING,7148.95,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,349
PAY1348,B1259,B1259,CARD,12805.67,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,350
PAY1349,B1823,B1823,UPI,7854.23,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,351
PAY1350,B1319,B1319,UPI,5359.26,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,352
PAY1351,B1195,B1195,UPI,13205.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,353
PAY1352,B1477,B1477,UPI,3182.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,354
PAY1353,B1417,B1417,UPI,3890.23,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,355
PAY1354,B1474,B1474,CARD,10623.21,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,356
PAY1355,B1606,B1606,UPI,5934.10,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,357
PAY1356,B1567,B1567,CARD,10982.24,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,358
PAY1357,B1543,B1543,UPI,3207.85,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,359
PAY1358,B1230,B1230,CARD,4531.77,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,360
PAY1359,B1883,B1883,CARD,3193.06,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,361
PAY1360,B1520,B1520,CARD,14340.74,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,362
PAY1361,B1702,B1702,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,363
PAY1362,B1872,B1872,CARD,5721.08,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,364
PAY1363,B1199,B1199,CARD,1198.83,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,365
PAY1364,B1845,B1845,UPI,3147.85,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,366
PAY1365,B1672,B1672,CARD,6895.90,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,367
PAY1366,B1598,B1598,CARD,1959.04,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,368
PAY1367,B1020,B1020,NETBANKING,8150.35,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,369
PAY1368,B1310,B1310,UPI,7370.22,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,370
PAY1369,B1587,B1587,NETBANKING,11740.35,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,371
PAY1370,B1952,B1952,NETBANKING,10237.24,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,372
PAY1371,B1897,B1897,NETBANKING,7243.26,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,373
PAY1372,B1652,B1652,CARD,4145.25,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,374
PAY1373,B1637,B1637,NETBANKING,11176.09,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,375
PAY1374,B1762,B1762,NETBANKING,10910.07,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,376
PAY1375,B1899,B1899,UPI,3146.15,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,377
PAY1376,B1595,B1595,UPI,13806.53,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,378
PAY1377,B1433,B1433,UPI,1901.67,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,379
PAY1378,B1370,B1370,UPI,1770.53,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,380
PAY1379,B1559,B1559,NETBANKING,3622.91,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,381
PAY1380,B1890,B1890,UPI,13732.45,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,382
PAY1381,B1077,B1077,CARD,8279.97,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,383
PAY1382,B1541,B1541,NETBANKING,12031.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,384
PAY1383,B1284,B1284,UPI,4189.80,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,385
PAY1384,B1647,B1647,NETBANKING,7863.11,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,386
PAY1385,B1139,B1139,UPI,6016.05,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,387
PAY1386,B1552,B1552,NETBANKING,12589.60,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,388
PAY1387,B1997,B1997,UPI,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,389
PAY1388,B1281,B1281,CARD,4413.80,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,390
PAY1389,B1561,B1561,UPI,3136.04,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,391
PAY1390,B1257,B1257,NETBANKING,13028.65,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,392
PAY1391,B1822,B1822,NETBANKING,7545.61,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,393
PAY1392,B1359,B1359,CARD,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,394
PAY1393,B1439,B1439,NETBANKING,7292.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,395
PAY1394,B1269,B1269,CARD,14606.94,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,396
PAY1395,B1133,B1133,NETBANKING,12903.74,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,397
PAY1396,B1745,B1745,NETBANKING,10889.16,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,398
PAY1397,B1639,B1639,CARD,5066.71,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,399
PAY1398,B1103,B1103,NETBANKING,3312.42,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,400
PAY1399,B1765,B1765,NETBANKING,13900.07,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,401
PAY1400,B1094,B1094,CARD,6923.06,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,402
PAY1401,B1848,B1848,UPI,4902.58,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,403
PAY1402,B1728,B1728,CARD,7592.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,404
PAY1403,B1572,B1572,NETBANKING,13849.86,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,405
PAY1404,B1479,B1479,UPI,6418.94,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,406
PAY1405,B1779,B1779,UPI,8876.97,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,407
PAY1406,B1240,B1240,UPI,12241.53,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,408
PAY1407,B1012,B1012,CARD,6979.86,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,409
PAY1408,B1146,B1146,UPI,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,410
PAY1409,B1939,B1939,UPI,14923.36,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,411
PAY1410,B1751,B1751,UPI,14391.99,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,412
PAY1411,B1600,B1600,NETBANKING,12808.71,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,413
PAY1412,B1094,B1094,CARD,10637.23,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,414
PAY1413,B1826,B1826,CARD,5128.12,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,415
PAY1414,B1292,B1292,NETBANKING,13787.78,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,416
PAY1415,B1024,B1024,UPI,4857.79,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,417
PAY1416,B1271,B1271,NETBANKING,12211.33,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,418
PAY1417,B1504,B1504,NETBANKING,13855.61,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,419
PAY1418,B1165,B1165,UPI,9442.05,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,420
PAY1419,B1938,B1938,UPI,12242.79,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,421
PAY1420,B1761,B1761,CARD,12083.73,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,422
PAY1421,B1086,B1086,UPI,3704.21,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,423
PAY1422,B1653,B1653,NETBANKING,10350.94,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,424
PAY1423,B1645,B1645,NETBANKING,2308.55,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,425
PAY1424,B1984,B1984,UPI,8109.90,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,426
PAY1425,B1790,B1790,CARD,3271.30,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,427
PAY1426,B1637,B1637,NETBANKING,6828.89,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,428
PAY1427,B1827,B1827,UPI,12661.75,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,429
PAY1428,B1490,B1490,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,430
PAY1429,B1907,B1907,CARD,5451.44,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,431
PAY1430,B1140,B1140,NETBANKING,8447.38,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,432
PAY1431,B1867,B1867,NETBANKING,8158.17,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,433
PAY1432,B1102,B1102,CARD,14361.62,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,434
PAY1433,B1225,B1225,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,435
PAY1434,B1901,B1901,CARD,10787.49,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,436
PAY1435,B1574,B1574,UPI,13905.05,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,437
PAY1436,B1293,B1293,NETBANKING,6227.30,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,438
PAY1437,B1895,B1895,CARD,13629.71,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,439
PAY1438,B1305,B1305,NETBANKING,13844.39,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,440
PAY1439,B1253,B1253,NETBANKING,14029.28,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,441
PAY1440,B1179,B1179,NETBANKING,4786.25,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,442
PAY1441,B1039,B1039,CARD,6604.98,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,443
PAY1442,B1775,B1775,UPI,13185.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,444
PAY1443,B1700,B1700,CARD,6028.27,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,445
PAY1444,B1519,B1519,NETBANKING,9403.54,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,446
PAY1445,B1615,B1615,CARD,2652.76,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,447
PAY1446,B1736,B1736,CARD,1787.85,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,448
PAY1447,B1545,B1545,NETBANKING,6767.92,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,449
PAY1448,B1235,B1235,NETBANKING,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,450
PAY1449,B1462,B1462,CARD,6497.79,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,451
PAY1450,B1227,B1227,CARD,,0,0,1,0,0,0,0,0,0,0,0,0,0,uniquely_matched,452
PAY1451,B1699,B1699,CARD,8211.18,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,453
PAY1452,B1824,B1824,CARD,10599.90,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,454
PAY1453,B1482,B1482,UPI,10093.45,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,455
PAY1454,B1429,B1429,CARD,6939.44,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,456
PAY1455,B1021,B1021,UPI,6949.93,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,457
PAY1456,B1342,B1342,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,458
PAY1457,B1039,B1039,UPI,8185.34,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,459
PAY1458,B1172,B1172,NETBANKING,9220.51,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,460
PAY1459,B1438,B1438,UPI,7670.85,0,0,0,0,0,0,0,1,0,0,0,0,0,uniquely_matched,461
PAY1460,B1178,B1178,NETBANKING,,1,0,0,0,0,0,0,0,0,0,0,0,0,uniquely_matched,462
